,1102,914,basinwide_average
2013-01-01,3.1,2.1,0.2726096424766562
2013-02-01,5.0,2.9,0.40129237704572274
2013-03-01,7.3,5.0,0.6462749844952451
2013-04-01,9.8,5.0,0.732609468955038
2013-05-01,9.8,5.0,0.732609468955038
2013-06-01,9.8,5.0,0.732609468955038
2013-07-01,9.8,5.0,0.732609468955038
2013-08-01,9.8,5.0,0.732609468955038
2013-09-01,9.8,5.0,0.732609468955038
2013-10-01,0.0,0.0,0.0
2013-11-01,0.6,0.0,0.020720276270350273
2013-12-01,4.2,2.4,0.33424751303132394
2014-01-01,6.1,2.7,0.4235124186131255
2014-02-01,8.6,3.6,0.5807989952499953
2014-03-01,10.1,3.8,0.6483668175207771
2014-04-01,12.9,3.8,0.7450614401157449
2014-05-01,12.9,3.8,0.7450614401157449
2014-06-01,12.9,3.8,0.7450614401157449
2014-07-01,12.9,3.8,0.7450614401157449
2014-08-01,12.9,3.8,0.7450614401157449
2014-09-01,12.9,3.8,0.7450614401157449
2014-10-01,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0
2014-12-01,1.8,1.3,0.16464718417793986
2015-01-01,5.2,2.8,0.40031557000505313
2015-02-01,7.4,3.7,0.5472420085067479
2015-03-01,11.3,7.4,0.9736157387697858
2015-04-01,13.0,7.4,1.0323231882024448
2015-05-01,13.3,7.4,1.04268332633762
2015-06-01,13.3,7.4,1.04268332633762
2015-07-01,13.3,7.4,1.04268332633762
2015-08-01,13.3,7.4,1.04268332633762
2015-09-01,13.3,7.4,1.04268332633762
2015-10-01,0.0,0.0,0.0
2015-11-01,1.2,0.1,0.04932411833815355
2015-12-01,3.4,1.9,0.26720264901692525
2016-01-01,7.1,4.0,0.5605325677639317
2016-02-01,8.8,5.0,0.6980756751711209
2016-03-01,12.2,5.1,0.8233741398338921
2016-04-01,12.8,5.1,0.8440944161042423
2016-05-01,16.2,5.1,0.9615093149695606
2016-06-01,16.2,5.1,0.9615093149695606
2016-07-01,16.2,5.1,0.9615093149695606
2016-08-01,16.2,5.1,0.9615093149695606
2016-09-01,16.2,5.1,0.9615093149695606
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,1.0,0.8,0.09760232016354115
2017-01-01,5.5,3.5,0.4658606687223993
2017-02-01,12.0,6.9,0.9583715654312628
2017-03-01,14.8,7.6,1.1102511486084017
2017-04-01,16.5,7.6,1.1689585980410606
2017-05-01,17.7,7.6,1.2103991505817613
2017-06-01,17.7,7.6,1.2103991505817613
2017-07-01,17.7,7.6,1.2103991505817613
2017-08-01,17.7,7.6,1.2103991505817613
2017-09-01,17.7,7.6,1.2103991505817613
2017-10-01,0.2,0.0,0.006906758756783425
2017-11-01,1.2,0.5,0.08085838152796557
2017-12-01,1.2,0.5,0.08085838152796557
2018-01-01,1.6,0.5,0.09467189904153242
2018-02-01,2.0,0.5,0.10848541655509925
2018-03-01,3.5,1.3,0.22335463361059898
2018-04-01,3.5,1.3,0.22335463361059898
2018-05-01,3.5,1.3,0.22335463361059898
2018-06-01,3.5,1.3,0.22335463361059898
2018-07-01,3.5,1.3,0.22335463361059898
2018-08-01,3.5,1.3,0.22335463361059898
2018-09-01,3.5,1.3,0.22335463361059898
2018-10-01,0.0,0.0,0.0
2018-11-01,2.2,1.6,0.20211139908386572
2018-12-01,3.6,2.5,0.32141080255842674
2019-01-01,5.4,3.7,0.4781744209389136
2019-02-01,10.7,5.4,0.7952241465503753
2019-03-01,16.1,7.5,1.147261514730041
2019-04-01,18.6,8.6,1.320315222961817
2019-05-01,18.6,8.6,1.320315222961817
2019-06-01,18.6,8.6,1.320315222961817
2019-07-01,18.6,8.6,1.320315222961817
2019-08-01,18.6,8.6,1.320315222961817
2019-09-01,18.6,8.6,1.320315222961817
2019-10-01,0.0,0.0,0.0
2019-11-01,2.5,2.0,0.24400580040885286
2019-12-01,5.3,2.0,0.3407004230038208
2020-01-01,9.8,5.1,0.740493034752491
2020-02-01,11.0,5.6,0.8213514162804565
2020-03-01,12.8,7.1,1.0017657320533024
2020-04-01,13.7,7.1,1.0328461464588279
2020-05-01,13.7,7.1,1.0328461464588279
2020-06-01,13.7,7.1,1.0328461464588279
2020-07-01,13.7,7.1,1.0328461464588279
2020-08-01,13.7,7.1,1.0328461464588279
2020-09-01,13.7,7.1,1.0328461464588279
2020-10-01,0.0,0.0,0.0
2020-11-01,1.2,1.7,0.1754611710974016
2020-12-01,2.1,1.7,0.206541585502927
2021-01-01,5.1,2.9,0.40474575642411437
2021-02-01,7.4,4.1,0.5787762716965599
2021-03-01,8.8,5.0,0.6980756751711209
2021-04-01,14.5,7.7,1.1077745762706797
2021-05-01,14.5,7.7,1.1077745762706797
2021-06-01,14.5,7.7,1.1077745762706797
2021-07-01,14.5,7.7,1.1077745762706797
2021-08-01,14.5,7.7,1.1077745762706797
2021-09-01,14.5,7.7,1.1077745762706797
